발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2022,2022-06-13 1:00,야,월,1,0,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1034946,1930690,127.8947013,37.37462407
2022,2022-06-13 5:00,야,월,1,0,0,0,0,경기,수원시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,없음,959926,1919490,127.0479866,37.27346367
2022,2022-06-13 7:00,주,월,1,0,0,0,0,충남,서천군,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,자전거,화물차,926111,1779458,126.6800878,36.00913977
2022,2022-06-13 10:00,주,월,1,0,0,0,0,강원,평창군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,원동기장치자전거,1092325,1957984,128.5461326,37.61666442
2022,2022-06-13 10:00,주,월,1,1,1,0,0,충남,금산군,차량단독,공작물충돌,공작물충돌,중앙선 침범,단일로,기타단일로,승용차,없음,996673,1781906,127.4630698,36.03400747
2022,2022-06-13 10:00,주,월,1,0,0,0,0,경북,상주시,차대차,측면충돌,측면충돌,기타,교차로,교차로내,이륜차,화물차,1063567,1819298,128.2086105,36.36902443
2022,2022-06-13 11:00,주,월,1,0,0,0,0,경북,봉화군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,1130491,1866758,128.9625275,36.78998813
2022,2022-06-13 17:00,주,월,1,0,0,0,0,경남,창원시(통합),차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,화물차,이륜차,1103556,1694002,128.6380929,35.23607675
2022,2022-06-13 17:00,주,월,1,0,0,0,0,제주,제주시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,939839,1503640,126.8521434,33.5229816
2022,2022-06-14 3:00,야,화,1,1,0,1,0,경기,화성시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,945346,1908987,126.8843096,37.17805209
2022,2022-06-14 6:00,주,화,1,0,0,0,0,충북,청주시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,이륜차,승용차,998582,1848710,127.4841384,36.63627943
2022,2022-06-14 6:00,주,화,1,1,0,1,0,경북,구미시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1067767,1806868,128.254346,36.256685
2022,2022-06-14 8:00,주,화,1,0,0,0,0,충남,청양군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,사륜오토바이(ATV),949102,1816270,126.9328077,36.34248128
2022,2022-06-14 10:00,주,화,1,0,0,0,0,충북,청주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,보행자,999654,1844255,127.4961317,36.59611854
2022,2022-06-14 11:00,주,화,1,2,1,1,0,경기,이천시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,992757,1924873,127.4182492,37.3228206
2022,2022-06-14 12:00,주,화,1,0,0,0,0,충남,서산시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,기타,기타,승용차,없음,898372,1866302,126.3609602,36.78941584
2022,2022-06-14 19:00,야,화,1,0,0,0,0,서울,성북구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,959393,1956131,127.0399575,37.60370314
2022,2022-06-14 21:00,야,화,1,0,0,0,0,강원,원주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1038460,1927231,127.9342099,37.34330683
2022,2022-06-14 21:00,야,화,1,0,0,0,0,울산,중구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,1167245,1731237,129.3454153,35.56304252
2022,2022-06-15 3:00,야,수,1,1,0,1,0,충북,충주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1029839,1891844,127.8354676,37.02464583
2022,2022-06-15 4:00,야,수,1,0,0,0,0,경기,양주시,차대사람,차도통행중,차도통행중,기타,교차로,교차로부근,화물차,보행자,965018,1979811,127.1025441,37.81736519
2022,2022-06-15 11:00,주,수,1,1,0,1,0,부산,사상구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1138081,1684710,129.0158663,35.14815704
2022,2022-06-15 11:00,주,수,1,0,0,0,0,전북,남원시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,995255,1718358,127.4477059,35.46103249
2022,2022-06-15 12:00,주,수,1,0,0,0,0,경북,구미시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,이륜차,1071821,1805034,128.2993007,36.23985898
2022,2022-06-15 13:00,주,수,1,0,0,0,0,서울,관악구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,이륜차,951339,1943182,126.9495749,37.48660053
2022,2022-06-15 16:00,주,수,1,0,0,0,0,경기,광주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,978782,1934036,127.2602534,37.40519991
2022,2022-06-15 22:00,야,수,1,0,0,0,0,충북,진천군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,지하차도(도로)내,이륜차,화물차,992491,1871421,127.4157816,36.84098639
2022,2022-06-15 22:00,야,수,2,3,1,1,1,경남,거창군,차대차,기타,기타,기타,단일로,기타단일로,승용차,화물차,1033099,1732694,127.8653622,35.58975283
2022,2022-06-16 8:00,주,목,1,2,0,2,0,경기,화성시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,963473,1912480,127.0883377,37.21042274
2022,2022-06-16 9:00,주,목,1,1,0,1,0,경기,용인시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,이륜차,972896,1901067,127.1949477,37.10786675
2022,2022-06-16 9:00,주,목,1,0,0,0,0,인천,서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,927284,1946622,126.67716,37.51602346
2022,2022-06-16 11:00,주,목,1,0,0,0,0,충북,단양군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,1065950,1894026,128.2416175,37.04247154
2022,2022-06-16 11:00,주,목,1,1,1,0,0,대구,달서구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1093634,1761959,128.5369226,35.84969615
2022,2022-06-16 13:00,주,목,1,0,0,0,0,전북,진안군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1000961,1750570,127.5106294,35.751484
2022,2022-06-16 17:00,주,목,1,0,0,0,0,전북,남원시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,자전거,990797,1725131,127.3984982,35.52207127
2022,2022-06-16 17:00,주,목,1,0,0,0,0,전남,해남군,차량단독,기타,기타,안전운전 의무 불이행,기타,기타,농기계,없음,923832,1632088,126.6685289,34.68028246
2022,2022-06-16 22:00,야,목,1,0,0,0,0,전북,고창군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,928198,1725981,126.7080384,35.52717802
2022,2022-06-16 23:00,야,목,1,0,0,0,0,경기,남양주시,차대차,측면충돌,측면충돌,기타,교차로,교차로부근,이륜차,승용차,972987,1967152,127.1935554,37.70353858
2022,2022-06-17 8:00,주,금,1,0,0,0,0,충북,충주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,1037158,1887742,127.9175481,36.98740853
2022,2022-06-17 12:00,주,금,1,0,0,0,0,경북,칠곡군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,없음,1079700,1780803,128.3845231,36.02080664
2022,2022-06-17 16:00,주,금,1,1,1,0,0,부산,강서구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,교량위,화물차,건설기계,1127153,1681607,128.8954533,35.12162624
2022,2022-06-17 23:00,야,금,1,1,0,1,0,인천,미추홀구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,이륜차,보행자,925551,1939411,126.658281,37.45089452
2022,2022-06-18 0:00,야,토,1,0,0,0,0,경기,고양시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,942400,1957744,126.8473241,37.61733355
2022,2022-06-18 2:00,야,토,1,1,0,1,0,인천,계양구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,932462,1948575,126.7355686,37.53401915
2022,2022-06-18 3:00,야,토,1,0,0,0,0,부산,금정구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1144380,1698618,129.0874331,35.27263434
2022,2022-06-18 4:00,야,토,1,1,0,1,0,부산,사하구,차대차,추돌,추돌,신호위반,교차로,교차로내,승합차,화물차,1136566,1677994,128.9981307,35.08782477
2022,2022-06-18 7:00,주,토,1,0,0,0,0,전북,익산시,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,953042,1773667,126.9792575,35.95860099
2022,2022-06-18 8:00,주,토,1,0,0,0,0,부산,북구,차대차,기타,기타,교차로 통행방법 위반,교차로,교차로부근,승합차,이륜차,1136675,1690929,129.0014665,35.20440767
2022,2022-06-18 14:00,주,토,1,0,0,0,0,강원,양양군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1101105,2006358,128.6523626,38.05165508
2022,2022-06-18 16:00,주,토,1,0,0,0,0,경남,거창군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1034068,1759394,127.8771907,35.83045206
2022,2022-06-18 20:00,야,토,1,0,0,0,0,충남,금산군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,998919,1801540,127.4879738,36.21102797
2022,2022-06-18 22:00,야,토,1,0,0,0,0,부산,강서구,차대사람,기타,기타,기타,단일로,기타단일로,승용차,보행자,1135674,1691123,128.9905051,35.20629225
2022,2022-06-18 23:00,야,토,1,0,0,0,0,제주,제주시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,918141,1504655,126.6184119,33.53069299
2022,2022-06-19 3:00,야,일,1,0,0,0,0,경기,고양시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,944455,1958518,126.8705496,37.62443605
2022,2022-06-19 7:00,주,일,1,0,0,0,0,강원,홍천군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,1022597,1964522,127.7562669,37.6799532
2022,2022-06-19 20:00,야,일,1,0,0,0,0,인천,미추홀구,차대차,추돌,추돌,기타,단일로,기타단일로,승용차,이륜차,926595,1939516,126.6700729,37.45192434
2022,2022-06-20 7:00,주,월,1,2,0,2,0,전북,전주시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,962952,1764252,127.0895907,35.8741434
2022,2022-06-20 11:00,주,월,1,0,0,0,0,전북,부안군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,승용차,925392,1732768,126.6764659,35.58816023
2022,2022-06-20 13:00,주,월,1,2,1,0,1,경기,하남시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,975898,1949964,127.2271453,37.54869796
2022,2022-06-20 15:00,주,월,1,2,1,1,0,충남,공주시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,기타,기타,화물차,화물차,964669,1834183,127.1054611,36.504666
2022,2022-06-20 16:00,주,월,1,0,0,0,0,전북,군산시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,보행자,929644,1776670,126.7195362,35.98426721
2022,2022-06-20 22:00,야,월,1,3,2,1,0,전북,군산시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,940089,1774044,126.835594,35.96129059
2022,2022-06-21 6:00,주,화,1,0,0,0,0,경기,군포시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승합차,이륜차,949232,1926146,126.9269138,37.33293563
2022,2022-06-21 9:00,주,화,1,0,0,0,0,충남,보령시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,자전거,승용차,919236,1817193,126.5999242,36.34875862
2022,2022-06-21 10:00,주,화,1,0,0,0,0,경기,의정부시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,960574,1971715,127.0524941,37.74421508
2022,2022-06-21 13:00,주,화,1,0,0,0,0,서울,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,940633,1951367,126.8278203,37.55974579
2022,2022-06-21 14:00,주,화,1,0,0,0,0,강원,양구군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,기타,기타,화물차,없음,1048905,2023616,128.0586277,38.21151566
2022,2022-06-21 15:00,주,화,2,0,0,0,0,강원,춘천시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1024997,1981563,127.7840711,37.83348423
2022,2022-06-21 16:00,주,화,1,0,0,0,0,경남,양산시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,화물차,1149997,1709987,129.1512514,35.37427953
2022,2022-06-21 19:00,야,화,1,0,0,0,0,경기,시흥시,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승합차,보행자,937440,1938175,126.7927925,37.44063525
2022,2022-06-21 19:00,야,화,1,0,0,0,0,전남,영광군,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로내,이륜차,없음,908755,1698966,126.4966353,35.28202706
2022,2022-06-21 22:00,야,화,1,0,0,0,0,서울,용산구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,955232,1949383,126.9932309,37.54268889
2022,2022-06-22 0:00,야,수,1,1,0,1,0,경북,경산시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1118844,1765347,128.8165493,35.87750166
2022,2022-06-22 6:00,주,수,1,4,1,3,0,전북,전주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,966160,1756315,127.125464,35.80269961
2022,2022-06-22 12:00,주,수,1,0,0,0,0,서울,은평구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,이륜차,화물차,950152,1956842,126.9352207,37.60965691
2022,2022-06-22 15:00,주,수,1,2,1,1,0,충남,예산군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,940332,1840121,126.8332453,36.55698603
2022,2022-06-22 17:00,주,수,1,0,0,0,0,전남,고흥군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,농기계,이륜차,966160,1608040,127.1315374,34.46569648
2022,2022-06-23 0:00,야,목,1,2,2,0,0,경기,고양시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,이륜차,승합차,935405,1962319,126.7676635,37.65810175
2022,2022-06-23 4:00,야,목,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1095646,1684859,128.5501132,35.154433
2022,2022-06-23 9:00,주,목,1,0,0,0,0,충북,괴산군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,1039314,1868501,127.9407759,36.81387645
2022,2022-06-23 12:00,주,목,1,0,0,0,0,서울,용산구,차대사람,횡단중,횡단중,중앙선 침범,단일로,기타단일로,화물차,보행자,953887,1946688,126.9781754,37.51833188
2022,2022-06-23 14:00,주,목,1,3,1,2,0,부산,사하구,차대사람,기타,기타,신호위반,교차로,교차로내,승용차,보행자,1136303,1678394,128.9953123,35.09146607
2022,2022-06-23 14:00,주,목,1,2,1,1,0,인천,서구,차대차,정면충돌,정면충돌,중앙선 침범,기타,기타,화물차,승용차,928303,1952678,126.688098,37.57068409
2022,2022-06-23 17:00,주,목,2,0,0,0,0,강원,양양군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근,승합차,화물차,1099121,2011789,128.6305069,38.10081344
2022,2022-06-23 19:00,야,목,1,0,0,0,0,경기,포천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,967265,1977710,127.1281684,37.79851225
2022,2022-06-23 23:00,야,목,1,0,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,947668,1946840,126.9077923,37.51937
2022,2022-06-24 0:00,야,금,1,1,0,1,0,경기,안양시,차대사람,보도통행중,보도통행중,기타,기타,기타,승용차,보행자,950575,1931854,126.9416924,37.38445689
2022,2022-06-24 6:00,주,금,1,0,0,0,0,경북,예천군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1080534,1866107,128.4026292,36.78968715
2022,2022-06-24 7:00,주,금,1,1,1,0,0,전남,광양시,차대차,기타,기타,중앙선 침범,기타,기타,승용차,승용차,1014539,1657909,127.6591658,34.91586124
2022,2022-06-24 10:00,주,금,1,0,0,0,0,서울,은평구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,947938,1954628,126.9102947,37.58957934
2022,2022-06-24 10:00,주,금,1,1,0,1,0,서울,송파구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,개인형이동장치(PM),보행자,964955,1944580,127.1035206,37.49981849
2022,2022-06-24 12:00,주,금,1,0,0,0,0,경남,창원시(통합),차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,이륜차,1102474,1696920,128.6265676,35.26249468
2022,2022-06-24 13:00,주,금,1,0,0,0,0,인천,서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,925852,1956235,126.6599852,37.60254764
2022,2022-06-24 15:00,주,금,1,0,0,0,0,강원,동해시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근,건설기계,승용차,1143502,1947574,129.1238046,37.51630686
2022,2022-06-24 18:00,야,금,1,0,0,0,0,전북,정읍시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,이륜차,보행자,941347,1730709,126.8527175,35.57067095
2022,2022-06-25 1:00,야,토,1,2,0,1,1,부산,부산진구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,1142736,1687734,129.0674756,35.17476481
2022,2022-06-25 4:00,야,토,1,1,0,1,0,충남,보령시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,화물차,없음,921374,1820339,126.6234306,36.37729481
2022,2022-06-25 8:00,주,토,1,0,0,0,0,부산,동래구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1142880,1691090,129.0696382,35.20499454
2022,2022-06-25 8:00,주,토,1,2,0,2,0,경기,고양시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승합차,944694,1964074,126.8728369,37.67452613
2022,2022-06-25 11:00,주,토,1,2,0,2,0,충남,홍성군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,925366,1848603,126.6652003,36.63239113
2022,2022-06-25 12:00,주,토,1,0,0,0,0,경기,성남시,차대사람,기타,기타,보행자 보호의무 위반,교차로,교차로횡단보도내,이륜차,보행자,969765,1937513,127.1582274,37.43628981
2022,2022-06-25 14:00,주,토,1,0,0,0,0,강원,춘천시,차대차,측면충돌,측면충돌,기타,교차로,교차로내,승용차,이륜차,1022080,1988572,127.7511363,37.89673178
2022,2022-06-25 17:00,주,토,1,0,0,0,0,경남,양산시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승용차,이륜차,1151025,1712772,129.1630793,35.39922574
2022,2022-06-25 22:00,야,토,1,1,0,1,0,대전,유성구,차대차,정면충돌,정면충돌,중앙선 침범,기타,기타,이륜차,승용차,983660,1820089,127.317828,36.37811818
2022,2022-06-26 0:00,야,일,1,0,0,0,0,경기,광주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,977392,1940648,127.244345,37.46476545
2022,2022-06-26 7:00,주,일,1,0,0,0,0,경기,성남시,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,화물차,이륜차,968625,1937972,127.1453217,37.44038908
2022,2022-06-26 7:00,주,일,1,0,0,0,0,경기,시흥시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,927453,1926162,126.6810831,37.33163369
2022,2022-06-26 10:00,주,일,1,0,0,0,0,경남,고성군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,1088846,1671273,128.4740071,35.03256576
2022,2022-06-27 0:00,야,월,1,0,0,0,0,경기,고양시,차대차,측면충돌,측면충돌,기타,교차로,교차로내,개인형이동장치(PM),승용차,936318,1965262,126.7777567,37.68468989
2022,2022-06-27 6:00,주,월,1,0,0,0,0,전북,남원시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,989018,1716544,127.3789933,35.44462676
2022,2022-06-27 15:00,주,월,1,0,0,0,0,경기,남양주시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,976293,1971068,127.2309317,37.73892589
2022,2022-06-27 16:00,주,월,1,1,1,0,0,경북,경주시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1145742,1778055,129.1167587,35.98839718
2022,2022-06-27 19:00,야,월,1,0,0,0,0,경기,평택시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승합차,965073,1890032,127.1074153,37.00813663
2022,2022-06-27 19:00,야,월,1,0,0,0,0,대구,달서구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로부근,이륜차,승합차,1092458,1757993,128.5234419,35.81405531
2022,2022-06-27 21:00,야,월,1,0,0,0,0,부산,동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,1140289,1681044,129.039476,35.11480615
2022,2022-06-27 21:00,야,월,1,0,0,0,0,전남,나주시,차대차,기타,기타,기타,단일로,기타단일로,승용차,승용차,935977,1671911,126.7980534,35.04019761
2022,2022-06-27 23:00,야,월,1,0,0,0,0,광주,북구,차대차,기타,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,이륜차,942388,1690859,126.8670189,35.21143238
2022,2022-06-28 2:00,야,화,1,0,0,0,0,충북,제천시,차대차,추돌,추돌,안전거리 미확보,단일로,기타단일로,승용차,승용차,1063611,1901483,128.2159487,37.10984751
2022,2022-06-28 11:00,주,화,1,0,0,0,0,전남,무안군,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,이륜차,903107,1671871,126.4377179,35.03721711
2022,2022-06-29 7:00,주,수,1,2,0,2,0,충남,홍성군,차대차,추돌,추돌,기타,교차로,교차로부근,승용차,화물차,923370,1839706,126.6437633,36.55203471
2022,2022-06-29 9:00,주,수,1,0,0,0,0,경기,안산시,차대차,기타,기타,안전거리 미확보,교차로,교차로내,화물차,승용차,940657,1923492,126.8303342,37.30850584
2022,2022-06-29 9:00,주,수,1,0,0,0,0,전북,완주군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,966291,1771705,127.1262628,35.94145951
2022,2022-06-29 9:00,주,수,1,0,0,0,0,경북,영주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,승용차,1101092,1870233,128.6335557,36.82490314
2022,2022-06-29 9:00,주,수,1,0,0,0,0,광주,북구,차대사람,기타,기타,기타,단일로,기타단일로,승용차,보행자,945700,1688059,126.9035905,35.18637051
2022,2022-06-29 12:00,주,수,1,0,0,0,0,경북,울진군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,1159153,1894008,129.2893662,37.0311327
2022,2022-06-29 14:00,주,수,1,0,0,0,0,충남,공주시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,사륜오토바이(ATV),승용차,949846,1840904,126.9395027,36.56459161
2022,2022-06-29 15:00,주,수,1,0,0,0,0,강원,평창군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1111181,1966279,128.7610097,37.68932542
2022,2022-06-29 18:00,야,수,1,0,0,0,0,경기,연천군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,958466,2009238,127.0264047,38.08230633
2022,2022-06-30 0:00,야,목,1,0,0,0,0,충북,제천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,특수차,없음,1055625,1911012,128.1267792,37.19624729
2022,2022-06-30 0:00,야,목,1,2,0,2,0,인천,계양구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,933824,1948784,126.7509644,37.53600161
2022,2022-06-30 1:00,야,목,1,1,1,0,0,강원,영월군,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,승용차,없음,1067178,1918155,128.2575921,37.25986904
2022,2022-06-30 12:00,주,목,1,0,0,0,0,경북,포항시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,개인형이동장치(PM),1166865,1804429,129.3565647,36.22266885
2022,2022-06-30 19:00,야,목,1,0,0,0,0,경남,거제시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1111144,1670144,128.7182619,35.02017929
2022,2022-07-01 0:00,야,금,1,0,0,0,0,충북,충주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1038617,1885668,127.9338364,36.96865428
2022,2022-07-01 3:00,야,금,1,0,0,0,0,서울,성동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,957620,1949994,127.0202266,37.54830892
2022,2022-07-01 4:00,야,금,1,4,2,2,0,충북,영동군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1038837,1802162,127.9320905,36.21585623
2022,2022-07-01 8:00,주,금,1,0,0,0,0,경북,구미시,차대사람,기타,기타,기타,교차로,교차로내,승용차,보행자,1077980,1790712,128.3664152,36.11027368
2022,2022-07-01 10:00,주,금,1,0,0,0,0,경기,화성시,차대차,기타,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,화물차,959678,1911243,127.0456357,37.19911627
2022,2022-07-01 15:00,주,금,1,0,0,0,0,충남,금산군,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,998747,1789495,127.4860795,36.10243356
2022,2022-07-01 18:00,야,금,1,0,0,0,0,경남,통영시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,1083291,1654031,128.4113928,34.87757917
2022,2022-07-01 21:00,야,금,1,0,0,0,0,경기,파주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,934049,1970259,126.7515723,37.72956535
2022,2022-07-02 3:00,야,토,1,0,0,0,0,대구,중구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1099101,1763127,128.5976007,35.85968743
