"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"181","관광펜션업","03_11_02_P","5190000","CDFI3261092021000001","2021-03-18","","01","영업/정상","13","영업중","","","","","","","","경상북도 청도군 화양읍 교촌리 228","경상북도 청도군 화양읍 노상1길 55-41","38334","라라랜드","2021-03-18 11:17:29","I","2021-03-20 00:22:59","","354596.534817861","239208.114850435","관광펜션업","","자연녹지지역","2","기타","","","단독주택","2","","","","","","","","","","","","","96.6","","","","","","","","","","","","","97",
"182","관광펜션업","03_11_02_P","5190000","CDFI3261092025000001","2025-03-18","","01","영업/정상","13","영업중","","","","","","","","경상북도 청도군 풍각면 차산리 236","경상북도 청도군 풍각면 차산길 9-21","38312","고립낙원","2025-03-18 15:40:15","I","2025-03-20 00:10:23","","345521.331788329","237378.407417002","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","188","","0","","","","","","","360000000","","","","188",
"183","관광펜션업","03_11_02_P","5190000","CDFI3261092022000004","2022-08-26","","01","영업/정상","13","영업중","","","","","","","","경상북도 청도군 풍각면 수월리 195","경상북도 청도군 풍각면 봉수길 642","38306","루오스테이 수월","2022-08-26 15:19:59","I","2022-08-28 00:22:28","","341666.276481576","241550.726194612","관광펜션업","","","2","","","","숙박시설","1","1","0","0","","","0","0","","0","0","","0","1759","","0","","","","","","","0","","","","1759",
"184","관광펜션업","03_11_02_P","5220000","CDFI3261092023000002","2023-08-22","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 왜관읍 봉계리 505-10","경상북도 칠곡군 왜관읍 봉계로 244","39870","위드패밀리 C동","2023-11-20 17:36:19","U","2023-11-22 02:40:00","","330392.077876222","278220.248465669","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"185","관광펜션업","03_11_02_P","5220000","CDFI3261092023000003","2023-08-22","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 왜관읍 봉계리 505-9","경상북도 칠곡군 왜관읍 봉계로 246","39870","위드패밀리","2023-11-20 17:38:35","U","2023-11-22 02:40:00","","330406.991892303","278244.443754658","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"186","관광펜션업","03_11_02_P","5220000","CDFI3261092023000004","2023-08-22","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 왜관읍 봉계리 505-8","경상북도 칠곡군 왜관읍 봉계로 248","39870","위드패밀리 A동","2023-11-20 17:48:46","U","2023-11-22 02:40:00","","330402.628215821","278260.84943859","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"187","관광펜션업","03_11_02_P","5220000","CDFI3261092019000001","2019-04-12","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 석적읍 반계리 182번지","경상북도 칠곡군 석적읍 반계3길 41","39848","마음소풍","2019-04-12 13:48:26","I","2019-04-14 02:20:20","","329454.971746621","281319.745475174","관광펜션업","","관리지역","","기타","","","근린생활시설","1","","","","","","","","","","","","","249.11","","","","","","","","","1200000000","","","","249",
"188","관광펜션업","03_11_02_P","5220000","CDFI3261092024000001","2024-09-04","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 북삼읍 숭오리 950","경상북도 칠곡군 북삼읍 금오동천로 78-24","39800","여주현:동천_감성숙소펜션","2024-09-04 10:40:21","I","2024-09-06 00:13:31","","317375.53311707","285516.366497193","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"189","관광펜션업","03_11_02_P","5220000","CDFI3261092023000001","2023-04-19","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 동명면 득명리 161","경상북도 칠곡군 동명면 득명1길 86-11","39855","봉만채","2023-04-19 13:09:37","I","2023-04-21 00:20:20","","345440.09354564","280176.609799087","관광펜션업","","관리지역","1","기타","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","458","","0","","","","","","","600000000","","","","458",
"190","관광펜션업","03_11_02_P","5220000","CDFI3261092022000001","2022-10-24","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 동명면 기성리 807","경상북도 칠곡군 동명면 팔공산로2길 16","39855","에스에스(SS)","2022-10-24 17:27:18","I","2022-10-26 00:22:24","","344049.065036972","278700.87917231","관광펜션업","","","0","","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"191","관광펜션업","03_11_02_P","5220000","CDFI3261092024000002","2024-12-10","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 동명면 득명리 413","경상북도 칠곡군 동명면 득명2길 86-41","39855","팔공포레스트","2024-12-10 14:53:23","I","2024-12-12 00:11:51","","344535.710164311","280327.09288959","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"192","관광펜션업","03_11_02_P","5240000","CDFI3261092014000001","2014-07-21","","01","영업/정상","13","영업중","","","","","","","755-881","경상북도 봉화군 소천면 고선리 558번지","경상북도 봉화군 소천면 구마동길 1032","36264","고향펜션캠핑","2020-04-02 09:54:25","U","2020-04-04 02:40:00","","372469.387846592","391871.293163118","관광펜션업","","관리지역","2","기타","","","단독주택","2","0","","","","","","","","","","","","176.84","","","","","","","","","300000000","","","","177",
"193","관광펜션업","03_11_02_P","5250000","CDFI3261092013000004","2013-09-04","","01","영업/정상","13","영업중","","","","","","","","경상북도 울진군 기성면 망양리 3번지","경상북도 울진군 기성면 망양1길 72","36347","마일랑관광펜션","2016-05-25 16:45:46","I","2018-08-31 23:59:59","","417471.580738101","373462.027058349","관광펜션업","","","","기타","","","단독주택","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"194","관광펜션업","03_11_02_P","5250000","CDFI3261092013000005","2013-09-04","","01","영업/정상","13","영업중","","","","","","","","경상북도 울진군 기성면 망양리 3","경상북도 울진군 기성면 망양1길 72","36347","새파랑관광펜션","2018-12-20 14:33:26","U","2021-08-20 02:40:00","","417471.580738101","373462.027058349","관광펜션업","","","","기타","","","단독주택","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"195","관광펜션업","03_11_02_P","5250000","CDFI3261092024000001","2024-01-19","","01","영업/정상","13","영업중","","","","","","","","경상북도 울진군 금강송면 왕피리 39-33","경상북도 울진군 금강송면 왕피길 1712-2","36302","금강송계곡민박","2024-01-19 16:07:00","I","2024-01-21 00:16:53","","405871.227494335","379841.623671927","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"196","관광펜션업","03_11_02_P","5250000","CDFI3261092023000001","2023-11-07","","01","영업/정상","13","영업중","","","","","0547819731","","","경상북도 울진군 금강송면 왕피리 754","경상북도 울진군 금강송면 양지길 7","36302","왕피천힐링팜","2023-11-07 14:51:52","I","2023-11-09 00:17:18","","402044.954805458","378251.718177034","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"197","관광펜션업","03_11_02_P","5260000","CDFI3261092014000001","2014-03-07","","03","폐업","03","폐업","2015-07-24","","","","","","799-803","경상북도 울릉군 울릉읍 사동리 383-18번지","경상북도 울릉군 울릉읍 사동2길 190","799-803","울릉관광펜션","2015-07-23 16:47:08","I","2018-08-31 23:59:59","","543749.298689244","449618.789409191","관광펜션업","","관리지역","3","기타","","","숙박시설","3","","","","Ulleung Tourism Pension","Tourism Pension","","","","","","","","245.79","","","","","","","","","","","","","246",
"198","관광펜션업","03_11_02_P","5260000","CDFI3261092012000001","2012-04-17","","01","영업/정상","13","영업중","","","","","054-791-6080","","799-821","경상북도 울릉군 북면 천부리 718-44","경상북도 울릉군 북면 울릉순환로 3126","40211","바다풍경펜션","2024-12-11 13:24:18","U","2024-12-14 02:40:00","","542288.32651638","456282.970307929","관광펜션업","","","3","","","","숙박시설","3","0","0","0","Bada Punggyeong","Tourism Pention","0","0","","0","0","","0","132.78","","0","","","","","","","0","","","","133",
"199","관광펜션업","03_11_02_P","5260000","CDFI3261092013000001","2013-03-13","","01","영업/정상","13","영업중","","","","","054-791-0081","","","경상북도 울릉군 울릉읍 사동리 338-17","경상북도 울릉군 울릉읍 사동2길 190","40228","(주)울릉드림","2024-12-11 13:25:50","U","2024-12-14 02:40:00","","543749.298689244","449618.789409191","관광펜션업","","","3","","","","숙박시설","3","0","0","0","","","0","0","","0","0","","0","992.58","","0","","","","","","","200000000","","","","993",
"200","관광펜션업","03_11_02_P","5260000","CDFI3261092013000002","2013-08-09","","01","영업/정상","13","영업중","","","","","","","","경상북도 울릉군 울릉읍 도동리 146-2 해오름펜션","경상북도 울릉군 울릉읍 도동1길 35-10, 해오름펜션","40227","해오름관광펜션","2024-12-11 13:33:28","U","2024-12-14 02:40:00","","545350.350356109","449872.850229226","관광펜션업","","","1","","","","","0","0","0","0","","","0","0","","0","0","","0","77.23","","0","","","","","","","400000000","","","","77",
"201","관광펜션업","03_11_02_P","5260000","CDFI3261092015000001","2015-07-06","","01","영업/정상","13","영업중","","","","","","","799-803","경상북도 울릉군 울릉읍 사동리 285-1","경상북도 울릉군 울릉읍 울릉순환로 590-9","40230","쉐르빌관광펜션","2024-12-11 13:37:12","U","2024-12-14 02:40:00","","543792.735758846","448785.110182855","관광펜션업","","","0","","","","","0","0","0","0","Cherevil tourist Pension","Tourist Pension","0","0","","0","0","","0","30.84","","0","","","","","","","400000000","","","","31",
"202","관광펜션업","03_11_02_P","5260000","CDFI3261092015000002","2015-08-13","","01","영업/정상","13","영업중","","","","","054-791-7979","","","경상북도 울릉군 북면 현포리 527-10","경상북도 울릉군 북면 울릉순환로 2626 (현포해양박물관)","40205","추억관광펜션","2024-12-11 13:47:54","U","2024-12-14 02:40:00","","538093.205944991","454492.872719736","관광펜션업","","","0","","","","","0","0","0","0","Memorial tourist Pension","Tourist Pension","0","0","","0","0","","0","531.12","","0","","","","","","","0","","","","531",
"203","관광펜션업","03_11_02_P","5260000","CDFI3261092015000003","2015-12-01","","01","영업/정상","13","영업중","","","","","054-791-4171","","","경상북도 울릉군 울릉읍 사동리 546","경상북도 울릉군 울릉읍 간령길 81-2","40232","하얀고래펜션","2024-12-11 13:49:17","U","2024-12-14 02:40:00","","542521.908988179","447337.075787636","관광펜션업","","일반상업지역","2","","","","","0","0","0","0","","","0","0","","0","0","","0","154.25","","0","","","","","","","0","","","","154",
"204","관광펜션업","03_11_02_P","5260000","CDFI3261092017000004","2017-05-31","","01","영업/정상","13","영업중","","","","","","","","경상북도 울릉군 울릉읍 사동리 544","경상북도 울릉군 울릉읍 간령길 93-9","40232","그때그기펜션","2024-12-11 13:50:30","U","2024-12-14 02:40:00","","542487.220736533","447327.693449997","관광펜션업","","","4","","","","","4","0","0","0","","","0","0","","0","0","","0","549.26","","0","","","","","","","0","","","","549",
"205","관광펜션업","03_11_02_P","5260000","CDFI3261092017000005","2017-06-08","","01","영업/정상","13","영업중","","","","","","","","경상북도 울릉군 울릉읍 사동리 219-1","경상북도 울릉군 울릉읍 울릉순환로 538","40230","진미펜션","2024-12-11 13:51:56","U","2024-12-14 02:40:00","","544264.531256582","449003.071321306","관광펜션업","","","4","","","","","3","1","0","0","","","0","0","","0","0","","0","321.96","","0","","","","","","","0","","","","322",
"206","관광펜션업","03_11_02_P","5260000","CDFI3261092018000001","2018-05-17","","01","영업/정상","13","영업중","","","","","","","","경상북도 울릉군 울릉읍 도동리 300-22","경상북도 울릉군 울릉읍 봉래1길 19-32, 1동 3층","40220","섬지기펜션","2022-05-13 15:57:12","U","2022-05-15 02:40:00","","545757.667001741","450777.395591953","관광펜션업","","일반공업지역","3","","","","단독주택","3","0","0","0","","","0","0","","0","0","","0","322.14","","0","","","","","","","600000000","","","","322",
"207","관광펜션업","03_11_02_P","5260000","CDFI3261092024000001","2024-01-10","","01","영업/정상","13","영업중","","","","","054-791-2011","","","경상북도 울릉군 울릉읍 도동리 182-15","경상북도 울릉군 울릉읍 도동3길 27","40224","다원펜션","2024-12-11 13:59:33","U","2024-12-14 02:40:00","","545202.155135834","449969.392144028","관광펜션업","","일반상업지역","5","기타","","","숙박시설","4","1","0","0","","","0","0","","0","0","","0","375.96","","0","","","","","","","10000000","","","","376",
"208","관광펜션업","03_11_02_P","5260000","CDFI3261092022000001","2022-12-30","","01","영업/정상","13","영업중","","","","","","","","경상북도 울릉군 울릉읍 사동리 879-7","경상북도 울릉군 울릉읍 간령길 119","40232","아라펜션","2024-12-11 13:56:50","U","2024-12-14 02:40:00","","542358.351228175","447315.608683189","관광펜션업","","","3","","","","","0","0","0","0","","","0","0","","0","0","","0","120.5","","0","","","","","","","0","","","","121",
"209","관광펜션업","03_11_02_P","5260000","CDFI3261092025000003","2025-03-26","","01","영업/정상","13","영업중","","","","","","","","경상북도 울릉군 북면 현포리 197-3","경상북도 울릉군 북면 평리1길 85-86","40206","울릉SKY펜션","2025-03-26 16:02:21","I","2025-03-28 00:10:40","","","","관광펜션업","","","2","","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","387.43","","0","","","","","","","0","","","","387",
"210","관광펜션업","03_11_02_P","5260000","CDFI3261092025000001","2025-01-15","","01","영업/정상","13","영업중","","","","","","","","경상북도 울릉군 울릉읍 사동리 341","경상북도 울릉군 울릉읍 사동2길 124, 2층","40228","또바기","2025-01-15 19:35:49","I","2025-01-18 01:12:01","","543874.357719672","449718.118858555","관광펜션업","","","2","","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","84.44","","0","","","","","","","0","","","","84",
"211","관광펜션업","03_11_02_P","5260000","CDFI3261092025000002","2025-03-12","2025-03-21","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","","경상북도 울릉군 북면 현포리 197-3","경상북도 울릉군 북면 평리1길 85-86","40206","울릉SKY펜션","2025-03-21 18:35:05","U","2025-03-23 02:40:00","","","","관광펜션업","","","2","","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","387.43","","0","","","","","","","0","","","","387",
"212","관광펜션업","03_11_02_P","5260000","CDFI3261092013000003","2013-10-11","","04","취소/말소/만료/정지/중지","35","직권말소","2025-03-07","","","","054-791-0980","","","경상북도 울릉군 북면 천부리 462-2","경상북도 울릉군 북면 천부3길 217-37","40212","나리관광펜션","2025-03-07 17:28:22","U","2025-03-09 02:40:00","","543082.545193103","456231.630143296","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","647.55","","0","","","","","","","0","","","","648",
