"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","승려수","신도수","창립연대","유래연혁","지정취소","지정취소일자","지정취소사유","전통사찰명",
"152","전통사찰","03_07_11_P","5230000","CDFD1006","1988-07-21","","01","영업/정상","07","승인","","","","","054-655-1400","","","경상북도 예천군 용궁면 향석리 산 54","","","장안사","2021-03-08 16:06:23","U","2021-03-10 02:40:00","","317575.796167583","343031.632369821","1","500","","장안사(長安寺)는 예천군 용궁면 향석리 비룡산(飛龍山) 정상 부근에 자리한 대한불교조계종 제8교구 본사 직지사의 말사이며 창건 년대는 미상이다. 한 때는 향석리 구읍(舊邑)의 남쪽에 위치하고 있어 속칭 남산사(南山寺)라고도 하였으며, 향석리에 있는 석불좌상과 삼층석탑을 장안사에서 관리하였다고 한다. 장안사와 더불어 유명한 것은 장안사 뒷산에서 바로 내려다보이는 회룡포(回龍浦)이다. 굽이치는 물길이 마을을 돌아서 감싸 육지 속의 섬이 되어 절경을 이루는 이곳은 예천의 자랑거리이기도 하다. 장안사 뒷산으로 10분 가량 올라가면 장안사에서 세운 팔각정인 회룡대가 있는데, 이곳에서 내려다보면 그 전경이 한 눈에 들어온다. 전에는 의성포라 불렀으나 행정지명으로서의 의성과 혼돈을 막기 위해 근래에 예천군청에서 회룡포로 이름을 바꿨다.","N","","","장안사",
"153","전통사찰","03_07_11_P","5230000","CDFD1007","2001-03-22","","01","영업/정상","07","승인","","","","","054-655-8281","","","경상북도 예천군 용문면 선리 521번지","","","청룡사","2018-07-11 08:47:55","I","2018-08-31 23:59:59","","325073.019234363","359789.442041418","2","300","","어림성산록(御臨城山麓)에 소재하고 있는 이 사찰의 조성연대는 정확히 알 수 없으나 의상대사(義湘大師)가 부석사(浮石寺)를 짓기 전에 감천면 주마산(走馬山)의 마두(馬頭)를 진압하기 위해 감천면 증거리의 한천사(寒天寺)와 이 곳의 청룡사(靑龍寺)를 먼저 세웠다고 부석사기(浮石寺記)에 기록되어 있다고 한다. 오랜 세월이 흐르는 동안 사찰이 허물어진 것을 1935년 경 불심(佛心)이 깊은 김준팔(金俊八)이 보호각 겸 법당과 요사를 지어 관리하여 오다가 1978년 12월 보조사업으로 중수했다. 이 사찰 안에는 석조여래좌상(石造如來坐像-보물제424호)과 석조비로자나불좌상(石造毘盧遮那佛坐像-보물제425호), 삼층석탑(三層石塔)이 있으며, 석조여래좌상은 신라말기에 조성된 것으로 규모는 높이 0.94m, 좌대 높이 0.67m, 광배(光背) 높이 1.5m의 화강암으로 조각된 불상으로 단정한 용모에 눈, 코, 입의 섬세한 수법을 보여주고 있다.
석조비로자나불좌상은 고려초기의 작품으로 규모는 불상의 높이가 1.11m, 대좌(臺座)높이 0.96m로 코와 입은 약간의 마모(磨耗)가 있고 오른쪽 귀가 떨어졌으며, 몸은 넓직하고 풍만한 얼굴에 코, 입이 가까이 있어 특이한 인상이다","N","","","청룡사",
"154","전통사찰","03_07_11_P","5240000","CDFD1005","1988-07-21","","01","영업/정상","05","지정","","","","","054-672-9951","","","경상북도 봉화군 봉성면 금봉리 262-2번지","","","천성사","2010-01-11 11:30:17","I","2018-08-31 23:59:59","","358844.922517719","383400.902864391","2","500","","봉성면 금봉리 261번지에 소재하고 있는 이 사찰은 1951.11.15현지에 와서 주지인 이화성이 창건하였다. 이 사찰의 법당안에 있는 석조여래 입상과 사찰의 앞에 있는 삼층 석탑은 원래 봉성면 봉성리 성황곡에 석탑 2기와 함께 옛절터에 있던 것을 현 위치로 옮겨왔으며 (석탑1기는 현 봉성초등학교에 있음) 경상북도 유형문화재로 지정되어 있다.
현재는 진표스님인 이일영씨가 주지로 정진중인 상태임","N","","","천성사",
"155","전통사찰","03_07_11_P","5240000","CDFD1006","2004-01-27","","01","영업/정상","05","지정","","","","","673-6735","","","경상북도 봉화군 물야면 북지리 657-3번지","경상북도 봉화군 물야면 문수로 449-66","755-820","지림사","2011-10-30 14:15:39","I","2018-08-31 23:59:59","","354709.655133693","382534.000504153","2","300","","","N","","","지림사",
"156","전통사찰","03_07_11_P","5240000","CDFD1001","1988-07-21","","01","영업/정상","05","지정","","","","","054-672-7578","","","경상북도 봉화군 물야면 개단리 1번지","경상북도 봉화군 물야면 월계길 739","","축서사","2010-08-06 19:05:01","I","2018-08-31 23:59:59","","360189.740537872","388159.592083273","12","3000","","신라30대 문무왕 13년(673년)에 의상대사가 창건하였다. 전설에 의하면 물아면 개단리에 지림사라는 절이 있었는데 하룻밤 묶게 되었는데 지금의 축서사 자리에 밝은 빛이 비추어 이곳에 찾아오니 비로자나 부처로 인하여 빛이 일어 이곳에 축서사를 건립하였다. 한다. 축서사의 내역은 인도에서 신성시하는 독수리(鷲)는 불경에서 문수보살의 화현으로 상징되므로 이곳에 살고 이는 독수리를 의미 한다고 전한다. 조선조 제19대 숙종31년(1705년)에 기록한 법당의 상랑문 기록에 의하면 절 앞에 광명루라는 큰 누각이 있었으며 법당이 5채 승방이 10채 있었다고 한다. 그 외에도 천수암외 1개소가 해발1000M지점의 문수산 정상 가까이 있었으며 50여 승려가 수도하여 오다가 화재로 절 전체가 불타 없어지고 100여년 전에 법당일부가 중건되었다.","N","","","축서사",
"157","전통사찰","03_07_11_P","5240000","CDFD1002","1988-07-21","","01","영업/정상","05","지정","","","","","054-672-1446","","","경상북도 봉화군 명호면 북곡리 247번지","경상북도 봉화군 명호면 청량산길 199-152","","청량사","2010-08-06 18:24:12","I","2018-08-31 23:59:59","","371221.806055326","367055.767503651","5","2500","","도립공원 청량산 한복판에 자리잡은 청량사는 신라 제30대 문무왕 3년 663년에 원효대사가 창건하였다. 청량산은 자연경관이 수려하여 한때는 신라의 고찰인 연대사와 망선암등 27개소의 사암이 밀집되어 당시 불교의 요람을 형성하였다. 신라의 명필 김생, 최치원등 석학들이 여기에서 수련하였으며 고려 제31대 공민왕이 홍건적의 난으로 이곳에 피난와서 많은 유적을 남겼다. 또한 성리학의 대가 퇴계이황도 여기에서 학문을 닦은후 유학으로 대성한 곳이다. 경상북도 지정문화재인 유리보전의 현판은 공민왕이 이곳에 머무를 때에 친필로 쓴것으로 전하고 있다.","N","","","청량사",
"158","전통사찰","03_07_11_P","5240000","CDFD1003","1988-07-21","","01","영업/정상","05","지정","","","","","054-672-2207","","","경상북도 봉화군 춘양면 석현리 599번지","","","각화사","2010-08-06 18:27:18","I","2018-08-31 23:59:59","","368995.467451147","388035.877637101","30","2500","","각화사는 686년(신라 신문왕 6년)에 원효대사가 창건하였으며, 고려 숙종때 (1101년) 무애국사가 중건하였다, 고려 제15대 숙종 6년(1101)에 무애국사가 중건한 바 있고, 조선 제22대 정조 원년(1777)에  다시 중건하므로서 당시 국내 3대사찰의 하나로  손꼽혔으며 800여 승려가 수도하였다고 전하여 온다.  현존하는 법당은 1920년에 재건하였다가  1967년에 당시 주지 현우가  중창하였으며  200관 무게의 범종은 1979년  주조한 것이다.  1606년에는 삼재(물, 불, 전쟁의 재난)가 들어오지 못하는 이곳에 태백산 사고를 건립하여 왕조실록을 수호한 국내 3대 사찰의 하나가 되었다. 1906년에 도적들이 사고와 절을 불태웠을 대 영월루만 남았다. 1910년 경화 화상이 대웅전을 다시 세웠고, 1926년에 달현 스님이 법당을 비롯한 5채의 건물을 다시 지었다. 지금의 모습을 1992년부터 동춘선사가 축대와 석축 계단을 쌓아 도장을 정리하고, 대웅전, 선실, 원응요(살림집), 영월루 등 7채의 건물을 새로 지어 완공한 것이다. 각화사와 가까이 있는 서동리의 춘양중.상업고등학교 부지에는 각화사의 전신인 남화사지가 있다. 원효대사는 이절을  옮겨 각화사 창건","N","","","각화사",
"159","전통사찰","03_07_11_P","5240000","CDFD1004","1988-07-21","","01","영업/정상","05","지정","","","","","054-672-3410","","","경상북도 봉화군 소천면 고선리 127-0006번지","","","홍제사","2009-12-22 21:44:42","I","2018-08-31 23:59:59","","","","4","500","","봉화군 소천면 고선리 산 127- 6번지에 위치하며 여러차례의 화재로 소실되어 유래를 상고하기는 어렵다. 신라 진흥왕때 원효대사가 창건하였다고는 하나 진흥왕때에는 원효대사의 재세이전이므로 문무왕때 창건되었을 것으로 본다. 이 사찰에는 조선왕조 제14대 선조때 사명대사가 허물어진 사찰을 중건하였으며, 그때는 사명대사가 임진왜란때 승병을 이끌고 왜군을 토벌한 군공을 세우고 선조로부터 시호를 받은 뒤였기 때문에 이 사찰은 광대하고 사명대사의 가르침을 받기 위해 많은 승려들이 이곳에서 기거했으리라 추측할 수 있다.
대사는 이절을 중건하시고 시호를 따서 홍제사라 명명하였다고 전해온다. 이 절에는 사명대사와 서산대사의 영정을 모셔왔는데 1960년초에 소실되고 현재의 사찰건물은1966년3월에 중수되었다.","N","","","홍제사",
"160","전통사찰","03_07_11_P","5250000","CDFD1001","1988-07-21","","01","영업/정상","05","지정","","","","","054-783-5004","","","경상북도 울진군 서면 하원리 120-0번지","경상북도 울진군 서면 불영사길 48","767-881","불영사","2011-10-30 13:54:42","I","2019-01-29 02:21:04","","402382.839268792","384496.345239681","78","2000","","신라진덕여왕 5년에 의상대사가 창건한 절로서 부처형상의 바위가 연못에 비추므로 불영사라 불렀다함.","N","","","불영사",
"161","전통사찰","03_07_11_P","6470000","5050000-005","1988-07-21","","01","영업/정상","BBBB","","","","","","0547228634","","","경상북도 경주시 동천동 406","경상북도 경주시 산업로 4214-110 (동천동)","","백률사","2013-12-31 16:52:34","I","2018-08-31 23:59:59","","401254.643068119","264282.823954596","","3000","518","","A","","","백률사",
"162","전통사찰","03_07_11_P","6470000","5070000-003","1988-07-21","","01","영업/정상","BBBB","","","","","","0548529162","","","경상북도 안동시 태화동 605 - 1","경상북도 안동시 서악길 67-14 (태화동)","","서악사","2021-11-29 11:41:54","U","2021-12-01 02:40:00","","352984.027240515","341453.266846422","0","0","미상","","A","","","서악사",
"163","전통사찰","03_07_11_P","6470000","5080000-003","1988-07-21","","01","영업/정상","BBBB","","","","","","0544743737","","","경상북도 구미시 해평면 송곡리 403","경상북도 구미시 해평면 도리사로 526","","도리사","2021-03-03 10:50:26","U","2021-03-05 02:40:00","","325688.041661465","307008.505678236","","2500","418","","A","","","도리사",
"164","전통사찰","03_07_11_P","6470000","5090000-007","1988-07-21","","01","영업/정상","BBBB","","","","","","0546332322","","","경상북도 영주시 순흥면 배점리 524","경상북도 영주시 순흥면 죽계로315번길 330","","초암사","2022-07-29 10:18:17","U","2022-07-31 02:40:00","","335904.624440841","383598.860473411","0","0","","","A","","","초암사",
"165","전통사찰","03_07_11_P","6470000","5100000-011","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 영천시 금호읍 봉죽리 67","경상북도 영천시 금호읍 죽방길 279-57","","죽림사","2019-11-11 22:49:17","U","2019-11-13 02:40:00","","372929.269378975","273444.304822335","","1500","869","","A","","","죽림사",
"166","전통사찰","03_07_11_P","6470000","5130000-005","1988-07-21","","01","영업/정상","BBBB","","","","","","0538520963","","","경상북도 경산시 와촌면 대한리 382","경상북도 경산시 와촌면 갓바위로 386-73","","원효암","2018-01-05 10:56:50","I","2018-08-31 23:59:59","","359315.416292895","276943.925290748","","","미상","","A","","","원효암",
"167","전통사찰","03_07_11_P","6470000","5140000-007","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 군위군 부계면 남산리 297","경상북도 군위군 부계면 남산4길 24","","석굴암","2017-07-10 00:00:00","I","2018-08-31 23:59:59","","347758.342725128","284269.087581095","","","","","A","","","석굴암",
"168","전통사찰","03_07_11_P","6470000","5160000-002","1988-07-21","","01","영업/정상","BBBB","","","","","","0548724183","","","경상북도 청송군 청송읍 덕리 429","경상북도 청송군 청송읍 현충로 51-352","","보광사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","383286.353306571","326020.446962636","","500","672","","A","","","보광사",
"169","전통사찰","03_07_11_P","6470000","5190000-008","1988-07-21","","01","영업/정상","BBBB","","","","","","0543725040","","","경상북도 청도군 매전면 용산리 472-1","경상북도 청도군 매전면 용산3길 99-8","","불영사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","365318.448573284","241700.655277697","","250","","","A","","","불영사",
"170","전통사찰","03_07_11_P","6470000","6470000-001","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 상주시 외남면 구서리 산 2 - 1","경상북도 상주시 외남면 구서2길 138","","광덕사","2013-12-31 16:38:47","I","2018-08-31 23:59:59","","298471.696412399","315321.028202743","","700","1920","","A","","","광덕사",
"171","전통사찰","03_07_11_P","6470000","5020000-006","1988-07-21","","01","영업/정상","BBBB","","","","","","054431751","","","경상북도 포항시 북구 기계면 문성리 산 8 - 1","경상북도 포항시 북구 기계면 새마을발상지길 212","","무학사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","397109.394421913","286726.167291251","","200","","","A","","","무학사",
"172","전통사찰","03_07_11_P","6470000","5020000-007","1988-07-21","","01","영업/정상","BBBB","","","","","","0542760370","","","경상북도 포항시 남구 장기면 방산리 887","경상북도 포항시 남구 장기면 방산로 526","","고석사","2020-07-10 17:19:29","U","2020-07-12 02:40:00","","422334.375856734","271125.364365277","","1000","","","A","","","고석사",
"173","전통사찰","03_07_11_P","6470000","5020000-008","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 포항시 남구 동해면 중산리 산 36","경상북도 포항시 남구 동해면 정동길 551-74","","일출선원","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","424553.200498921","277907.042382271","","","","","A","","","일출선원",
"174","전통사찰","03_07_11_P","6470000","5020000-009","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 포항시 북구 신광면 상읍리 875","경상북도 포항시 북구 신광면 상읍길 290","","법광사","2017-07-10 00:00:00","I","2018-08-31 23:59:59","","401799.161881153","296332.042794218","","","","","A","","","법광사",
"175","전통사찰","03_07_11_P","6470000","5020000-010","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 포항시 남구 호미곶면 강사리 1066","경상북도 포항시 남구 호미곶면 명월길 304-16","","해봉사","2017-07-10 00:00:00","I","2018-08-31 23:59:59","","430111.828866599","284241.476430015","","","","","A","","","해봉사",
"176","전통사찰","03_07_11_P","6470000","5020000-011","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 포항시 남구 동해면 중흥리 335","경상북도 포항시 남구 동해면 흥환길26번길 101","","진불사","2017-07-10 00:00:00","I","2018-08-31 23:59:59","","426305.551670895","281669.759031443","","","","","A","","","진불사",
"177","전통사찰","03_07_11_P","6470000","5020000-012","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 포항시 북구 용흥동 88","경상북도 포항시 북구 탑산길10번길 11-4 (용흥동)","","죽림사","2022-02-04 13:23:21","U","2022-02-06 02:40:00","","412434.901251929","284351.989761583","0","0","","","A","","","죽림사",
"178","전통사찰","03_07_11_P","6470000","5020000-013","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 포항시 남구 동해면 공당리 791","경상북도 포항시 남구 동해면 조항산길9번길 75","","선암사","2020-01-15 09:26:22","U","2020-01-17 02:40:00","","424234.509878012","276949.847800224","","","","","A","","","선암사",
"179","전통사찰","03_07_11_P","6470000","5050000-001","1988-07-21","","01","영업/정상","BBBB","","","","","","0547469912","","","경상북도 경주시 진현동 15","경상북도 경주시 불국로 385 (진현동)","","불국사","2013-12-31 16:43:26","I","2018-08-31 23:59:59","","410755.336224887","256930.278446275","","2500","528","신라 법흥왕 15년 법류사로 창건. 
신라 경덕왕 10년 재상 김대성이 현재 부모를 위해 발원 중창.
임진왜란시 소실되고 조선 효종 10년 일부 재건
1972~78 복원 정화","A","","","불국사",
"180","전통사찰","03_07_11_P","6470000","5050000-002","1988-07-21","","01","영업/정상","BBBB","","","","","","0547469933","","","경상북도 경주시 진현동 752","경상북도 경주시 물미길 22-6 (진현동)","","석굴암","2013-12-31 16:30:30","I","2018-08-31 23:59:59","","409678.445786862","255727.907830432","","1800","751","신라 35대 경덕왕 10년 재상 김대성이 전생의 부몰르 위해 창건
조선 숙종때 중수
1913~17년 일제 시대 보수
1961~64년 전실건립 및 누수, 결로, 노기 제거 시설 설치","A","","","석굴암",
"181","전통사찰","03_07_11_P","6470000","5050000-003","1988-10-12","","01","영업/정상","BBBB","","","","","","0547512689","","","경상북도 경주시 서면 천촌리 852","경상북도 경주시 서면 천촌원당길 232","","금정사","2020-03-13 14:40:11","U","2020-03-15 02:40:00","","382565.186200874","263105.881939527","","500","716","","A","","","금정사",
"182","전통사찰","03_07_11_P","6470000","5050000-004","1988-07-21","","01","영업/정상","BBBB","","","","","","0547429922","","","경상북도 경주시 구황동 634","경상북도 경주시 분황로 94-11 (구황동)","","분황사","2021-12-13 17:34:40","U","2021-12-15 02:40:00","","401813.747155277","262340.844338547","0","2000","634","","A","","","분황사",
"183","전통사찰","03_07_11_P","6470000","5050000-006","1988-07-21","","01","영업/정상","BBBB","","","","","","0547442292","","","경상북도 경주시 양북면 호암리 417","경상북도 경주시 양북면 기림로 437-17","","기림사","2018-06-19 16:29:45","I","2018-08-31 23:59:59","","417041.404343699","262399.530047865","","3000","","","A","","","기림사",
"184","전통사찰","03_07_11_P","6470000","5050000-007","1988-10-12","","01","영업/정상","BBBB","","","","","","0547512816","","","경상북도 경주시 서면 천촌리 1195","경상북도 경주시 서면 도계서오길 251-355","","주사암","2013-12-31 16:59:18","I","2018-08-31 23:59:59","","385120.9580994","263392.995940826","","1400","","","A","","","주사암",
"185","전통사찰","03_07_11_P","6470000","5050000-008","1988-07-21","","01","영업/정상","BBBB","","","","","","0547457579","","","경상북도 경주시 배동 490","경상북도 경주시 포석로 682-17 (배동)","","망월사","2013-12-31 16:09:04","I","2018-08-31 23:59:59","","399727.055340149","257949.204226472","","","1935","","A","","","망월사",
"186","전통사찰","03_07_11_P","6470000","5050000-009","2000-11-27","","01","영업/정상","BBBB","","","","","","0547629314","","","경상북도 경주시 안강읍 옥산리 1713","경상북도 경주시 안강읍 옥산서원길 403-177","","도덕암","2014-03-10 16:51:09","I","2018-08-31 23:59:59","","393352.942388382","282812.809415433","","","신라경덕왕","대한불교조계종 제11교구 본사인 불국사(佛國寺)의 말사이다. 경상북도 경주시 안강읍 옥산리 도덕산(道德山) 중턱에 있다. 지금은 폐사된 신라 때의 절 정혜사(淨惠寺)의 12암자 중 하나로, 신라 경덕왕 때 건립되었다. 원래 두덕암(斗德庵)이라고 부르다가 조선 중종 때의 문신 회재(晦齋) 이언적(李彦迪)이 정혜사에 잠시 머물러 수학할 때 도덕암으로 고쳐 불렀다고 한다. 임진왜란 때 경주향교의 위패를 보관한 곳이기도 하다. 
[네이버 지식백과] 도덕암 [道德庵] (두산백과, 두산백과)","A","","","도덕암",
"187","전통사찰","03_07_11_P","6470000","5050000-010","1988-07-21","","01","영업/정상","BBBB","","","","","","0547447314","","","경상북도 경주시 외동읍 활성리 378","경상북도 경주시 외동읍 활성길 120-5","","연지암","2022-04-14 13:52:50","U","2022-04-16 02:40:00","","410486.437920908","252882.988504388","0","0","신라시대","","A","","","연지암",
"188","전통사찰","03_07_11_P","6470000","5050000-011","2004-01-27","","01","영업/정상","BBBB","","","","","","0547488815","","","경상북도 경주시 내남면 용장리 887","경상북도 경주시 내남면 백운대길 101-309","","고위산 천룡사","2013-08-08 20:16:29","I","2018-08-31 23:59:59","","400883.573669207","253935.809729901","","","671","","A","","","고위산 천룡사",
"189","전통사찰","03_07_11_P","6470000","5050000-012","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 경주시 배반동 산 67","경상북도 경주시 갯마을길 41-30 (배반동)","","보리사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","401957.145115269","259180.569686993","","200","","","A","","","보리사",
"190","전통사찰","03_07_11_P","6470000","5050000-013","1988-10-12","","01","영업/정상","BBBB","","","","","","","","","경상북도 경주시 내남면 용장리 산 132 - 1","경상북도 경주시 내남면 백운대길 101-388","","천룡사","2021-09-09 09:09:06","U","2021-09-11 02:40:00","","401059.374243863","254132.520833722","0","0","","","A","","","천룡사",
"191","전통사찰","03_07_11_P","6470000","5050000-014","1988-10-12","","01","영업/정상","BBBB","","","","","","","","","경상북도 경주시 양남면 나산리 848 - 1","경상북도 경주시 양남면 국구암길 222","","보덕암","2020-05-12 09:00:23","U","2020-05-14 02:40:00","","420207.494366879","249204.964403207","","","","","A","","","보덕암",
"192","전통사찰","03_07_11_P","6470000","5060000-001","1988-07-21","","01","영업/정상","BBBB","","","","","","0544365048","","","경상북도 김천시 개령면 동부리 434","경상북도 김천시 개령면 동부1길 212","","계림사","2020-01-15 09:19:55","U","2020-01-17 02:40:00","","306236.695683223","297543.718439483","","300","419","계림사는 신라에 불교를 전한 묵호자 아도화상이 419년(신라 눌지왕 3)에 창건한 사찰이라고 한다. 신라에서 불교를 공인한 것이 514년(법흥왕 14)의 일임을 비추어 볼 때 계림사의 불연(佛緣)이 예사롭지 않았음에도 아쉽게도 그동안 제대로 이어지지 못하고 칡넝쿨에 덮이기를 몇 차례, 근래에 들어 새롭게 중창되었다. 신라 최초의 사찰인 도리사가 있는 선산 지역과 더불어 직지사, 고방사, 계림사가 있는 김천 지역은 514년(법흥왕 14) 신라에서 불교를 공인하기 훨씬 이전에 이미 불교를 받아들인 신라 불교의 초전지(初傳地)로 한국 불교의 역사와 그 맥을 함께 하는 불교 성지라고 할 수 있다
http://www.koreatemple.net/korea_temple/","A","","","계림사",
"193","전통사찰","03_07_11_P","6470000","5060000-002","1988-07-21","","01","영업/정상","BBBB","","","","","","0544371305","","","경상북도 김천시 대덕면 조룡리 879","경상북도 김천시 대덕면 조룡길 1224-5","","봉곡사","2014-05-26 14:57:51","I","2018-08-31 23:59:59","","284918.33125274","273593.373040486","","","640","","A","","","봉곡사",
"194","전통사찰","03_07_11_P","6470000","5060000-003","1988-07-21","","01","영업/정상","BBBB","","","","","","0544366174","","","경상북도 김천시 대항면 운수리 216","경상북도 김천시 대항면 직지사길 95-0","","직지사","2023-02-16 16:55:38","U","2023-02-18 02:40:00","","290336.878517672","291108.425030893","0","0","","","A","","","직지사",
"195","전통사찰","03_07_11_P","6470000","5060000-004","2017-07-21","","01","영업/정상","BBBB","","","","","","0544399511","","","경상북도 김천시 증산면 평촌리 688","경상북도 김천시 증산면 평촌2길 335-48","","청암사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","290470.98292957","266135.503969759","","5000","859","","A","","","청암사",
"196","전통사찰","03_07_11_P","6470000","5060000-005","1988-07-21","","01","영업/정상","BBBB","","","","","","0544316823","","","경상북도 김천시 농소면 봉곡리 485","경상북도 김천시 농소면 벽봉로 1444-143","","고방사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","306522.350671028","284093.567259097","","300","418","","A","","","고방사",
"197","전통사찰","03_07_11_P","6470000","5060000-006","1988-07-21","","01","영업/정상","BBBB","","","","","","0544316915","","","경상북도 김천시 농소면 봉곡리 15","경상북도 김천시 농소면 연명2길 257-212","","신흥사","2021-11-01 15:31:26","U","2021-11-03 02:40:00","","307206.356891947","285688.93553306","0","150","834","","A","","","신흥사",
"198","전통사찰","03_07_11_P","6470000","5060000-007","1988-07-21","","01","영업/정상","BBBB","","","","","","0544300111","","","경상북도 김천시 봉산면 덕천리 502-2","경상북도 김천시 봉산면 봉산1로 160","","용화사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","293408.489137853","294655.436000394","","1030","1927","","A","","","용화사",
"199","전통사찰","03_07_11_P","6470000","5070000-001","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 안동시 길안면 금곡리 83","경상북도 안동시 길안면 미내소일길 138","","용담사","2019-11-29 18:03:57","U","2019-12-01 02:40:00","","372633.18741612","322698.751842169","","","","","A","","","용담사",
"200","전통사찰","03_07_11_P","6470000","5070000-002","1992-03-12","","01","영업/정상","BBBB","","","","","","0548595611","","","경상북도 안동시 북후면 장기리 837 - 1","경상북도 안동시 북후면 벽절길 137","","옥산사","2014-03-10 08:35:19","I","2018-08-31 23:59:59","","350773.720760871","354761.348611299","","200","","옥산사가 언제 누구에 의해 창건됐는지는 현재 파악되지 않고 있다. 최근까지 알려진 옥산사의 창건시기는 1965년 임추희(林秋姬)라는 불심 깊은 보살에 의해 창건한 것으로 알려져 있다. 그러나 우리나라에서 가장 이른 시기에 편찬된 지방지 중의 하나인 안동의 읍지 ‘영가지(永嘉誌, 1608년 편찬)’ 권 6 불우(佛宇) 조 고탑(古塔)에 의하면,  옥산사는 안동부의 북쪽으로 32리인 옥산에 있으며 그곳에서 5리 되는 곳에 바위굴이 있다. 월천(月川) 전탑은 옹천역(瓮泉驛) 남쪽에 있는 옥산의 북쪽에 있다. 오층탑인데 그 안에 석불상이 있다... 라는 내용으로 보아 옥산사는 이미 17세기에 유존하고 있었던 것으로 파악되고 있으며 창건시기는 통일신라시대 경으로 추정되고 있다. 
실제로 옥산사에는 신라시대 양식의 전탑지가 남아있어 영가지에서 언급한 월천전탑이 이 곳을 말하고 있는 것으로 보인다. 옥산사가 신라시대 사찰이라는 또 하나의 예로써 옥산사의 암벽에 아름답게 조각된 경북유형문화재 제181호 옥산사 마애약사여래좌상을 들 수 있다. 이 마애불은 전형적인 통일신라시대 양식으로 옥산사가 신라고찰임을 입증해 주는 좋은 자료임과 동시에 현재 옥산사의 귀중한 성보로 자리매김하고 있다.
http://www.koreatemple.net","A","","","옥산사",
"201","전통사찰","03_07_11_P","6470000","5070000-012","1988-07-21","","01","영업/정상","BBBB","","","","","","","","","경상북도 안동시 북후면 석탑리 837","경상북도 안동시 북후면 산북로 260-14","","석탑사","2017-07-04 00:00:00","I","2018-08-31 23:59:59","","343961.499789541","356745.946569404","","","","","A","","","석탑사",
"202","전통사찰","03_07_11_P","6470000","5070000-013","1988-10-12","","01","영업/정상","BBBB","","","","","","","","","경상북도 안동시 남후면 검암리 596","경상북도 안동시 남후면 모운사길 83","","모운사","2021-04-19 16:00:07","U","2021-04-21 02:40:00","","347761.476425745","338352.888819876","","","","","A","","","모운사",
"203","전통사찰","03_07_11_P","6470000","5070000-004","1988-07-21","","01","영업/정상","BBBB","","","","","","0548414413","","","경상북도 안동시 이천동 708 - 4","경상북도 안동시 제비원로 672 (이천동)","","연미사","2014-05-23 15:17:35","I","2018-08-31 23:59:59","","352537.475243971","346366.907702959","","","신라말기","","A","","","연미사",
"204","전통사찰","03_07_11_P","6470000","5070000-005","1988-07-21","","01","영업/정상","BBBB","","","","","","0548416304","","","경상북도 안동시 서후면 태장리 888","경상북도 안동시 서후면 개목사길 362","","개목사","2018-12-12 18:47:58","U","2018-12-14 02:40:00","","349069.525047115","352044.866525435","","300","682","","A","","","개목사",
"205","전통사찰","03_07_11_P","6470000","5070000-006","1988-07-21","","01","영업/정상","BBBB","","","","","","0548222562","","","경상북도 안동시 임동면 수곡리 563","경상북도 안동시 임동면 봉황사길 152","","봉황사","2021-12-16 13:39:04","U","2021-12-18 02:40:00","","372980.882710134","340144.2508276","0","900","","","A","","","봉황사",
"206","전통사찰","03_07_11_P","6470000","5070000-007","1988-07-21","","01","영업/정상","BBBB","","","","","","0548416848","","","경상북도 안동시 서후면 재품리 813","경상북도 안동시 서후면 광흥사길 105","","광흥사","2021-07-30 10:29:39","U","2021-08-01 02:40:00","","344251.692296972","350628.904364579","0","0","672","","A","","","광흥사",
